,name,avg-250d,max-250d,strategy-250d,bs-250d,wm-250d,wq-250d,wh-250d,wy-250d,mq-250d,mh-250d,my-250d,qh-250d,qy-250d,hy-250d,wmq-250d,wmqh-250d,wmqhy-250d,mqh-250d,mqhy-250d,qhy-250d,avg-500d,max-500d,strategy-500d,bs-500d,wm-500d,wq-500d,wh-500d,wy-500d,mq-500d,mh-500d,my-500d,qh-500d,qy-500d,hy-500d,wmq-500d,wmqh-500d,wmqhy-500d,mqh-500d,mqhy-500d,qhy-500d,avg-all,max-all,strategy-all,bs-all,wm-all,wq-all,wh-all,wy-all,mq-all,mh-all,my-all,qh-all,qy-all,hy-all,wmq-all,wmqh-all,wmqhy-all,mqh-all,mqhy-all,qhy-all
'000651,格力电器,2.0528518517682595,2.1436855874240694,wm,S,2.14368558742,1.99889985286,2.09541128442,2.09541128442,1.93719845212,2.09541128442,2.09541128442,2.09541128442,2.09541128442,2.09541128442,2.04271951875,2.04271951875,2.04271951875,1.93719845212,1.93719845212,2.09541128442,1.8538900400303282,3.3954620691975737,wm,S,3.3954620692,2.20566737583,1.7389191468,1.60902526103,1.66539528349,2.12865916738,1.23523360623,1.88120269614,1.37800352915,1.41968777033,2.38831853144,2.17658059784,1.94729876279,1.63563138113,1.48506558205,1.37208987968,61.64675004500018,557.0165258994132,wm,S,557.016525899,136.975235348,29.9130113837,16.2789660404,26.0031195759,30.0023560914,12.8654377571,10.3875964582,8.86564362636,9.22444324982,74.3274340498,27.396454255,12.7415900327,15.6643158023,8.95164935692,9.73422179329
'002489,浙江永强,0.90546720355006,1.0,qy,S,0.931121286199,0.936660945999,0.966475944672,0.968544985214,0.739415741698,0.782098391961,0.894537256404,0.84210493411,1.0,1.0,0.814641049149,0.848042606,1.0,0.763832115396,1.0,1.0,0.8093274137387996,1.0,wmqhy,S,0.777415492504,0.802992710741,0.895865436154,0.63155538961,0.580203922312,0.685888570114,0.74070748651,0.722552046873,0.997535333034,0.926105986473,0.726708247038,0.835555108768,1.0,0.750538994458,1.0,0.875613895233,3.49578435985453,10.883069362600649,wm,S,10.8830693626,4.32573721769,2.5484876095,2.33793479343,1.72209611001,0.825685887778,1.93401787708,1.21512603046,3.45925569488,3.96692435653,8.18715025438,4.46032659077,5.41431322798,1.051231677,1.6214974094,1.9796956582
'601766,中国中车,1.0746211701068327,1.1723606620032792,qh,B,1.08363898515,1.14143530026,1.15023486747,1.14385128953,1.07078999805,1.1351491615,1.10996079586,1.172360662,1.13508259238,1.02495519984,1.01225210612,1.01867532104,0.93013481676,1.06256442929,0.970209202407,1.03264399405,1.0806706913185675,1.239636784910779,qh,B,1.1596718889,1.16004285007,1.16499168818,1.09105798385,0.978947636812,1.19268591807,0.921878954827,1.23963678491,1.13736867091,1.01881158574,1.06464759696,1.11629698369,0.93013481676,1.11789420594,0.970209202407,1.02645429307,6.612581238957108,29.178663773833048,wm,S,29.1786637738,8.03152795384,5.29352360616,2.79470268505,3.60944844283,4.98198069057,2.27327404271,2.70205425866,2.48913251162,1.43805768099,12.5964491782,14.1296804438,5.60054853258,6.15474526357,3.2154013263,1.31210943266
'000632,三木集团,0.955800164105544,1.073977091205706,wmq,S,0.971843760644,1.04994064438,0.811033850271,0.903349114933,0.911048184571,0.85055261044,0.986532075969,0.86287840393,0.984830475124,1.04317329168,1.07397709121,0.980581716448,1.0,0.872396907733,1.0,0.990664498355,0.9037105800916304,1.2922960405231176,wmq,S,0.968149552595,1.07485641033,0.679483682843,0.74220437275,0.998014758591,0.743660063476,0.757625503483,0.634082416032,0.732688636544,1.04667383086,1.29229604052,0.974164390302,1.0,0.813107966569,1.0,1.00236165658,15.582757841656333,145.43791350345953,wm,S,145.437913503,20.1663814636,3.65825979886,6.98795148991,1.4069674602,1.77435547155,6.46041021807,0.576533084783,3.20986724723,5.96711243047,31.2918788289,12.1434688781,6.99020999231,1.0352674241,1.01505087879,1.20249729619
'600566,济川药业,1.1335461784904097,1.2544715363313252,hy,B,1.11942956738,1.03398549788,1.07613745111,1.25447153633,1.04477134726,1.18442535489,1.25447153633,1.1750033764,1.25447153633,1.25447153633,1.07671685147,1.11320549233,1.11320549233,1.00348445153,1.00348445153,1.1750033764,1.4630673231769642,1.6689933519493352,my,B,1.66619415589,1.41333439123,1.3998914805,1.60261659383,1.44937086541,1.49027243622,1.66899335195,1.65748792498,1.64197355989,1.39656805742,1.54556328584,1.46727978238,1.24239039296,1.3617809431,1.09726157052,1.30809837873,8.386404719264812,46.5306618499441,wm,S,46.5306618499,11.6218620781,4.42654743245,7.06707764793,2.89723681026,3.73305356954,8.08935555983,4.2635903746,10.5140549863,5.40708480583,10.7982436914,7.20017929799,5.05216302288,2.78628850847,1.38384332663,2.41123254607
'600266,北京城建,1.0334086975477623,1.3201306077897743,wm,S,1.32013060779,1.10782732714,0.894182439633,0.987723188821,1.00128962113,0.924720603915,1.04429349626,0.914669744803,1.07918120791,0.908618408985,1.20195178419,1.16946007982,1.16946007982,0.948180412879,0.948180412879,0.914669744803,1.0439040133045978,1.3822826504976071,wm,S,1.3822826505,1.0888109718,0.987931675789,0.997571587044,0.936324885174,1.0331364892,1.00020555527,0.974121174184,1.05905746785,0.899730140226,1.19683569466,1.21191890691,1.13483548486,0.977381481065,0.916597767567,0.905722280788,38.05350850393692,404.7824726095432,wm,S,404.78247261,26.7209037961,12.7320545158,4.90809691413,4.1574624633,9.33301913144,2.06349555433,9.59039028395,2.02462836939,0.527044562771,60.8229093023,40.4373063089,16.6892826517,6.62337314497,3.14714965008,4.29654680441
'002027,分众传媒,1.3074617500151016,1.4884030709997278,wm,B,1.488403071,1.46799025142,1.37436783362,1.35247915897,1.40254574778,1.36239189401,1.35159161438,1.45601699465,1.16982490005,1.14033472546,1.36346183727,1.32970234858,1.06152890658,1.31807926554,1.14033472546,1.14033472546,1.166037074344758,1.6341241005812404,wm,B,1.63412410058,1.20152532022,1.2131971648,1.24658138994,1.10517741006,1.20657894338,1.07046197973,0.951784993848,1.10219235333,1.11030613649,1.28535939383,1.24505066663,1.06152890658,1.08672819154,1.15800346152,0.977992777035,13.486242541879175,126.4962365143274,wm,B,126.496236514,17.4391419354,6.09978979972,8.56527791116,5.81655205598,2.86249718086,3.03774530332,4.02438302763,3.28721729229,3.75929974991,15.7988604611,7.80073322092,3.46697390336,4.09142441641,1.61473626644,1.61901163131
'002023,海特高新,0.9350956420618478,1.0,wy,S,0.954053892187,0.841489304071,0.814219392317,1.0,0.922285276268,0.719337667824,1.0,0.889084776401,1.0,0.966930261591,0.977893518618,0.968553170332,1.0,0.907683013382,1.0,1.0,0.8965138933135451,1.069671276538176,wmqh,S,0.791013687242,0.788372400461,0.777234428424,0.857200439,0.907461240196,0.795954938349,0.879777271604,0.98052506275,0.809144395232,0.835922311122,0.896733211886,1.06967127654,1.0,0.968884389206,1.0,0.986327241008,4.395147871944547,16.233942389429643,wm,S,16.2339423894,6.72408992452,4.07808689031,4.17229158309,4.27414030541,2.47433416248,5.56037134057,1.95173978519,5.90046842536,4.41122340884,4.10499066414,3.32938764186,1.97139971017,2.36207494945,1.54604590101,1.22777886929
'600717,天津港,1.1547441178989533,1.3403427375698804,wm,S,1.34034273757,1.1002640571,1.1840304346,1.12382706801,0.948578247729,1.16619377933,1.11791197194,1.31112921655,1.06467895752,1.02524710737,1.1671201327,1.22321066423,1.22321066423,1.08451581548,1.08451581548,1.31112921655,1.1750982866660824,1.5901372200783943,wm,S,1.59013722008,1.12281078869,1.33288994145,1.11378326899,0.882676409577,1.22971303699,1.13328385871,1.32785300658,1.09002749466,0.986993872767,1.30346915022,1.25325891336,1.19012133151,0.982807721753,0.999537203614,1.26220936771,21.058107925349486,175.99425863197408,wm,S,175.994258632,26.8016556748,16.8703058704,4.93229609664,7.65054329887,3.11128840174,3.84680717496,3.33961444413,3.93490045742,1.89035900658,53.6000408865,15.5124686038,11.2119120287,3.19386428859,2.76430954385,2.27510239669
'000858,五 粮 液,1.909174488438144,2.0615279493107943,wq,S,1.87832192635,2.06152794931,1.9544944124,1.9544944124,1.82989640466,1.9544944124,1.9544944124,1.9544944124,1.9544944124,1.9544944124,1.82709914206,1.82709914206,1.82709914206,1.82989640466,1.82989640466,1.9544944124,2.6693728523580265,3.0356895335172176,hy,B,2.65382608558,2.90182510612,2.78306941193,2.73945399522,2.46540459849,2.72265248725,2.86188068159,2.7269029271,3.03568953352,3.03568953352,2.49772858258,2.3808949265,2.3808949265,2.39857495737,2.39857495737,2.7269029271,47.97657251684641,378.2960510166943,wm,S,378.296051017,98.7870401063,31.9277091434,37.6949551248,29.0183078048,13.9350705495,15.772695031,6.85526895287,11.5612463701,16.056696724,67.801233624,18.901122187,13.9925332106,9.95840068354,10.7525186571,6.31431108391
