日期,股票代码,名称,收盘价,涨跌幅
2013-12-12,'600708,海博股份,7.9,0.0
2013-12-11,'600708,海博股份,7.9,-3.3048
2013-12-10,'600708,海博股份,8.17,-0.1222
2013-12-09,'600708,海博股份,8.18,1.868
2013-12-06,'600708,海博股份,8.03,-1.5931
2013-12-05,'600708,海博股份,8.16,-1.0909
2013-12-04,'600708,海博股份,8.25,10.0
2013-12-03,'600708,海博股份,7.5,3.022
2013-12-02,'600708,海博股份,7.28,-9.5652
2013-11-29,'600708,海博股份,8.05,1.3854
2013-11-28,'600708,海博股份,7.94,-0.3764
2013-11-27,'600708,海博股份,7.97,1.0139
2013-11-26,'600708,海博股份,7.89,-1.6209
2013-11-25,'600708,海博股份,8.02,0.6274
2013-11-22,'600708,海博股份,7.97,-2.448
2013-11-21,'600708,海博股份,8.17,-0.1222
2013-11-20,'600708,海博股份,8.18,-0.8485
2013-11-19,'600708,海博股份,8.25,1.601
2013-11-18,'600708,海博股份,8.12,5.0453
2013-11-15,'600708,海博股份,7.73,2.1136
2013-11-14,'600708,海博股份,7.57,-2.8241
2013-11-13,'600708,海博股份,7.79,-4.064
2013-11-12,'600708,海博股份,8.12,3.9693
2013-11-11,'600708,海博股份,7.81,-4.4064
2013-11-08,'600708,海博股份,8.17,9.8118
2013-11-07,'600708,海博股份,7.44,4.0559
2013-11-06,'600708,海博股份,7.15,-2.7211
2013-11-05,'600708,海博股份,7.35,1.2397
2013-11-04,'600708,海博股份,7.26,-0.955
2013-11-01,'600708,海博股份,7.33,1.1034
2013-10-31,'600708,海博股份,7.25,-2.4226
2013-10-30,'600708,海博股份,7.43,-0.5355
2013-10-29,'600708,海博股份,7.47,-3.2383
2013-10-28,'600708,海博股份,7.72,0.915
2013-10-25,'600708,海博股份,7.65,-6.25
2013-10-24,'600708,海博股份,8.16,5.0193
2013-10-23,'600708,海博股份,7.77,3.1873
2013-10-22,'600708,海博股份,7.53,-3.2134
2013-10-21,'600708,海博股份,7.78,4.1499
2013-10-18,'600708,海博股份,7.47,1.0825
2013-10-17,'600708,海博股份,7.39,-1.2032
2013-10-16,'600708,海博股份,7.48,-8.4455
2013-10-15,'600708,海博股份,8.17,0.3686
2013-10-14,'600708,海博股份,8.14,-0.6105
2013-10-11,'600708,海博股份,8.19,4.8656
2013-10-10,'600708,海博股份,7.81,-1.5132
2013-10-09,'600708,海博股份,7.93,-0.1259
2013-10-08,'600708,海博股份,7.94,1.1465
2013-09-30,'600708,海博股份,7.85,9.944
2013-09-27,'600708,海博股份,7.14,-7.2727
2013-09-26,'600708,海博股份,7.7,-10.0467
2013-09-25,'600708,海博股份,8.56,-3.1674
2013-09-24,'600708,海博股份,8.84,2.6713
2013-09-23,'600708,海博股份,8.61,3.6101
2013-09-18,'600708,海博股份,8.31,1.4652
2013-09-17,'600708,海博股份,8.19,-4.0984
2013-09-16,'600708,海博股份,8.54,0.2347
2013-09-13,'600708,海博股份,8.52,-5.6478
2013-09-12,'600708,海博股份,9.03,-3.8339
2013-09-11,'600708,海博股份,9.39,9.9532
2013-09-10,'600708,海博股份,8.54,0.3525
2013-09-09,'600708,海博股份,8.51,-5.0223
2013-09-06,'600708,海博股份,8.96,3.9443
2013-09-05,'600708,海博股份,8.62,-5.8952
2013-09-04,'600708,海博股份,9.16,1.7778
2013-09-03,'600708,海博股份,9.0,1.5801
2013-09-02,'600708,海博股份,8.86,10.0621
2013-08-30,'600708,海博股份,8.05,7.0479
2013-08-29,'600708,海博股份,7.52,0.4005
2013-08-28,'600708,海博股份,7.49,8.0808
2013-08-27,'600708,海博股份,6.93,10.0
2013-08-26,'600708,海博股份,6.3,9.9476
2013-08-23,'600708,海博股份,5.73,7.5047
2013-08-22,'600708,海博股份,5.33,-0.7449
2013-08-21,'600708,海博股份,5.37,2.2857
2013-08-20,'600708,海博股份,5.25,-0.3795
2013-08-19,'600708,海博股份,5.27,6.6802
2013-08-16,'600708,海博股份,4.94,-1.7893
2013-08-15,'600708,海博股份,5.03,-2.7079
2013-08-14,'600708,海博股份,5.17,1.3725
2013-08-13,'600708,海博股份,5.1,0.1965
2013-08-12,'600708,海博股份,5.09,2.621
2013-08-09,'600708,海博股份,4.96,-0.8
2013-08-08,'600708,海博股份,5.0,0.0
2013-08-07,'600708,海博股份,5.0,-0.9901
2013-08-06,'600708,海博股份,5.05,0.0
2013-08-05,'600708,海博股份,5.05,1.8145
2013-08-02,'600708,海博股份,4.96,0.4049
2013-08-01,'600708,海博股份,4.94,1.8557
2013-07-31,'600708,海博股份,4.85,0.2066
2013-07-30,'600708,海博股份,4.84,-1.0225
2013-07-29,'600708,海博股份,4.89,-0.4073
2013-07-26,'600708,海博股份,4.91,0.409
2013-07-25,'600708,海博股份,4.89,-2.004
2013-07-24,'600708,海博股份,4.99,-2.1569
2013-07-23,'600708,海博股份,5.1,3.0303
2013-07-22,'600708,海博股份,4.95,-1.0
2013-07-19,'600708,海博股份,5.0,-5.482
2013-07-18,'600708,海博股份,5.29,-1.6729
2013-07-17,'600708,海博股份,5.38,0.3731
2013-07-16,'600708,海博股份,5.36,-0.5566
2013-07-15,'600708,海博股份,5.39,0.3724
2013-07-12,'600708,海博股份,5.37,0.3738
2013-07-11,'600708,海博股份,5.35,2.6871
2013-07-10,'600708,海博股份,5.21,2.1569
2013-07-09,'600708,海博股份,5.1,1.7964
2013-07-08,'600708,海博股份,5.01,-5.8271
2013-07-05,'600708,海博股份,5.32,-1.4815
2013-07-04,'600708,海博股份,5.4,-1.2797
2013-07-03,'600708,海博股份,5.47,0.9225
2013-07-02,'600708,海博股份,5.42,9.9391
2013-07-01,'600708,海博股份,4.93,1.4403
2013-06-28,'600708,海博股份,4.86,0.0
2013-06-27,'600708,海博股份,4.86,-3.1873
2013-06-26,'600708,海博股份,5.02,0.0
2013-06-25,'600708,海博股份,5.02,-1.7613
2013-06-24,'600708,海博股份,5.11,-3.7665
2013-06-21,'600708,海博股份,5.31,-2.2099
2013-06-20,'600708,海博股份,5.43,-2.1622
2013-06-19,'600708,海博股份,5.55,0.5435
2013-06-18,'600708,海博股份,5.52,1.0989
2013-06-17,'600708,海博股份,5.46,1.487
2013-06-14,'600708,XD海博股,5.38,1.1278
2013-06-13,'600708,海博股份,5.42,-3.2143
2013-06-07,'600708,海博股份,5.6,-0.1783
2013-06-06,'600708,海博股份,5.61,-1.406
2013-06-05,'600708,海博股份,5.69,0.3527
2013-06-04,'600708,海博股份,5.67,-2.7444
2013-06-03,'600708,海博股份,5.83,0.3442
2013-05-31,'600708,海博股份,5.81,-3.3278
2013-05-30,'600708,海博股份,6.01,0.5017
2013-05-29,'600708,海博股份,5.98,1.7007
2013-05-28,'600708,海博股份,5.88,-1.5075
2013-05-27,'600708,海博股份,5.97,0.8446
2013-05-24,'600708,海博股份,5.92,0.5093
2013-05-23,'600708,海博股份,5.89,-2.8053
2013-05-22,'600708,海博股份,6.06,3.9451
2013-05-21,'600708,海博股份,5.83,2.8219
2013-05-20,'600708,海博股份,5.67,2.5316
2013-05-17,'600708,海博股份,5.53,-0.8961
2013-05-16,'600708,海博股份,5.58,2.011
2013-05-15,'600708,海博股份,5.47,0.0
2013-05-14,'600708,海博股份,5.47,-2.3214
2013-05-13,'600708,海博股份,5.6,-1.4085
2013-05-10,'600708,海博股份,5.68,-2.069
2013-05-09,'600708,海博股份,5.8,3.0195
2013-05-08,'600708,海博股份,5.63,-0.53
2013-05-07,'600708,海博股份,5.66,0.5329
2013-05-06,'600708,海博股份,5.63,3.4926
2013-05-03,'600708,海博股份,5.44,0.7407
2013-05-02,'600708,海博股份,5.4,-1.4599
2013-04-26,'600708,海博股份,5.48,-3.5211
2013-04-25,'600708,海博股份,5.68,0.7092
2013-04-24,'600708,海博股份,5.64,1.8051
2013-04-23,'600708,海博股份,5.54,0.3623
2013-04-22,'600708,海博股份,5.52,-1.4286
2013-04-19,'600708,海博股份,5.6,1.2658
2013-04-18,'600708,海博股份,5.53,-4.9828
2013-04-17,'600708,海博股份,5.82,3.3748
2013-04-16,'600708,海博股份,5.63,0.1779
2013-04-15,'600708,海博股份,5.62,2.5547
2013-04-12,'600708,海博股份,5.48,3.2015
2013-04-11,'600708,海博股份,5.31,0.0
2013-04-10,'600708,海博股份,5.31,-1.6667
2013-04-09,'600708,海博股份,5.4,0.5587
2013-04-08,'600708,海博股份,5.37,-0.9225
2013-04-03,'600708,海博股份,5.42,-3.3868
2013-04-02,'600708,海博股份,5.61,2.5594
2013-04-01,'600708,海博股份,5.47,-0.726
2013-03-29,'600708,海博股份,5.51,7.8278
2013-03-28,'600708,海博股份,5.11,-2.8517
2013-03-27,'600708,海博股份,5.26,6.6937
2013-03-26,'600708,海博股份,4.93,3.1381
2013-03-25,'600708,海博股份,4.78,0.6316
2013-03-22,'600708,海博股份,4.75,0.0
2013-03-21,'600708,海博股份,4.75,0.6356
2013-03-20,'600708,海博股份,4.72,2.3861
2013-03-19,'600708,海博股份,4.61,-2.9474
2013-03-18,'600708,海博股份,4.75,-0.8351
2013-03-15,'600708,海博股份,4.79,1.9149
2013-03-14,'600708,海博股份,4.7,-0.8439
2013-03-13,'600708,海博股份,4.74,-3.0675
2013-03-12,'600708,海博股份,4.89,-0.8114
2013-03-11,'600708,海博股份,4.93,0.818
2013-03-08,'600708,海博股份,4.89,1.875
2013-03-07,'600708,海博股份,4.8,-3.4205
2013-03-06,'600708,海博股份,4.97,0.2016
2013-03-05,'600708,海博股份,4.96,1.4315
2013-03-04,'600708,海博股份,4.89,-0.6098
2013-03-01,'600708,海博股份,4.92,1.4433
2013-02-28,'600708,海博股份,4.85,0.8316
2013-02-27,'600708,海博股份,4.81,-0.6198
2013-02-26,'600708,海博股份,4.84,-1.8256
2013-02-25,'600708,海博股份,4.93,-1.4
2013-02-22,'600708,海博股份,5.0,2.8807
2013-02-21,'600708,海博股份,4.86,5.423
2013-02-20,'600708,海博股份,4.61,5.2511
2013-02-19,'600708,海博股份,4.38,2.5761
2013-02-18,'600708,海博股份,4.27,-0.2336
2013-02-08,'600708,海博股份,4.28,1.6627
2013-02-07,'600708,海博股份,4.21,-1.1737
2013-02-06,'600708,海博股份,4.26,-0.2342
2013-02-05,'600708,海博股份,4.27,1.1848
2013-02-04,'600708,海博股份,4.22,-0.2364
2013-02-01,'600708,海博股份,4.23,1.1962
2013-01-31,'600708,海博股份,4.18,0.2398
2013-01-30,'600708,海博股份,4.17,0.2404
2013-01-29,'600708,海博股份,4.16,0.9709
2013-01-28,'600708,海博股份,4.12,2.2333
2013-01-25,'600708,海博股份,4.03,-0.2475
2013-01-24,'600708,海博股份,4.04,-2.4155
2013-01-23,'600708,海博股份,4.14,0.7299
2013-01-22,'600708,海博股份,4.11,-0.9639
2013-01-21,'600708,海博股份,4.15,0.2415
2013-01-18,'600708,海博股份,4.14,1.4706
2013-01-17,'600708,海博股份,4.08,-0.9709
2013-01-16,'600708,海博股份,4.12,0.0
2013-01-15,'600708,海博股份,4.12,1.2285
2013-01-14,'600708,海博股份,4.07,2.7778
2013-01-11,'600708,海博股份,3.96,-2.7027
2013-01-10,'600708,海博股份,4.07,0.2463
2013-01-09,'600708,海博股份,4.06,0.2469
2013-01-08,'600708,海博股份,4.05,0.7463
2013-01-07,'600708,海博股份,4.02,0.2494
2013-01-04,'600708,海博股份,4.01,-0.2488
2012-12-31,'600708,海博股份,4.02,0.0
2012-12-28,'600708,海博股份,4.02,1.2594
2012-12-27,'600708,海博股份,3.97,-1.7327
2012-12-26,'600708,海博股份,4.04,2.0202
2012-12-25,'600708,海博股份,3.96,1.7995
2012-12-24,'600708,海博股份,3.89,0.2577
2012-12-21,'600708,海博股份,3.88,0.0
2012-12-20,'600708,海博股份,3.88,-0.2571
2012-12-19,'600708,海博股份,3.89,0.2577
2012-12-18,'600708,海博股份,3.88,-0.5128
2012-12-17,'600708,海博股份,3.9,0.5155
2012-12-14,'600708,海博股份,3.88,4.3011
2012-12-13,'600708,海博股份,3.72,-1.0638
2012-12-12,'600708,海博股份,3.76,-0.5291
2012-12-11,'600708,海博股份,3.78,-0.7874
2012-12-10,'600708,海博股份,3.81,1.3298
2012-12-07,'600708,海博股份,3.76,1.6216
2012-12-06,'600708,海博股份,3.7,-0.2695
2012-12-05,'600708,海博股份,3.71,2.7701
2012-12-04,'600708,海博股份,3.61,1.4045
2012-12-03,'600708,海博股份,3.56,-2.4658
2012-11-30,'600708,海博股份,3.65,0.8287
2012-11-29,'600708,海博股份,3.62,-1.6304
2012-11-28,'600708,海博股份,3.68,-0.8086
2012-11-27,'600708,海博股份,3.71,-3.1332
2012-11-26,'600708,海博股份,3.83,-1.7949
2012-11-23,'600708,海博股份,3.9,0.5155
2012-11-22,'600708,海博股份,3.88,-1.7722
2012-11-21,'600708,海博股份,3.95,1.8041
2012-11-20,'600708,海博股份,3.88,-2.5126
2012-11-19,'600708,海博股份,3.98,4.1885
2012-11-16,'600708,海博股份,3.82,-0.2611
2012-11-15,'600708,海博股份,3.83,-1.7949
2012-11-14,'600708,海博股份,3.9,0.2571
2012-11-13,'600708,海博股份,3.89,-2.0151
2012-11-12,'600708,海博股份,3.97,1.7949
2012-11-09,'600708,海博股份,3.9,0.2571
2012-11-08,'600708,海博股份,3.89,-3.2338
2012-11-07,'600708,海博股份,4.02,-0.9852
2012-11-06,'600708,海博股份,4.06,-0.2457
2012-11-05,'600708,海博股份,4.07,0.7426
2012-11-02,'600708,海博股份,4.04,1.0
2012-11-01,'600708,海博股份,4.0,1.7812
2012-10-31,'600708,海博股份,3.93,0.2551
2012-10-30,'600708,海博股份,3.92,-0.5076
2012-10-29,'600708,海博股份,3.94,-0.2532
2012-10-26,'600708,海博股份,3.95,-2.9484
2012-10-25,'600708,海博股份,4.07,-0.9732
2012-10-24,'600708,海博股份,4.11,0.7353
2012-10-23,'600708,海博股份,4.08,-0.7299
2012-10-22,'600708,海博股份,4.11,0.2439
2012-10-19,'600708,海博股份,4.1,0.0
2012-10-18,'600708,海博股份,4.1,1.4851
2012-10-17,'600708,海博股份,4.04,0.0
2012-10-16,'600708,海博股份,4.04,1.2531
2012-10-15,'600708,海博股份,3.99,-1.4815
2012-10-12,'600708,海博股份,4.05,0.2475
2012-10-11,'600708,海博股份,4.04,-1.7032
2012-10-10,'600708,海博股份,4.11,1.2315
2012-10-09,'600708,海博股份,4.06,4.1026
2012-10-08,'600708,海博股份,3.9,-0.7634
2012-09-28,'600708,海博股份,3.93,1.2887
2012-09-27,'600708,海博股份,3.88,1.8373
2012-09-26,'600708,海博股份,3.81,-2.0566
2012-09-25,'600708,海博股份,3.89,-0.7653
2012-09-24,'600708,海博股份,3.92,0.2558
2012-09-21,'600708,海博股份,3.91,-1.2626
2012-09-20,'600708,海博股份,3.96,-2.2222
2012-09-19,'600708,海博股份,4.05,1.25
2012-09-18,'600708,海博股份,4.0,-0.4975
2012-09-17,'600708,海博股份,4.02,-2.8986
2012-09-14,'600708,海博股份,4.14,0.0
2012-09-13,'600708,海博股份,4.14,-0.9569
2012-09-12,'600708,海博股份,4.18,1.2107
2012-09-11,'600708,海博股份,4.13,-0.7212
2012-09-10,'600708,海博股份,4.16,0.0
2012-09-07,'600708,海博股份,4.16,2.9703
2012-09-06,'600708,海博股份,4.04,0.7481
2012-09-05,'600708,海博股份,4.01,0.0
2012-09-04,'600708,海博股份,4.01,-0.7426
2012-09-03,'600708,海博股份,4.04,1.0
2012-08-31,'600708,海博股份,4.0,-0.4975
2012-08-30,'600708,海博股份,4.02,0.0
2012-08-29,'600708,海博股份,4.02,-0.7407
2012-08-28,'600708,海博股份,4.05,1.25
2012-08-27,'600708,海博股份,4.0,-1.4778
2012-08-24,'600708,海博股份,4.06,-2.4038
2012-08-23,'600708,海博股份,4.16,0.9709
2012-08-22,'600708,海博股份,4.12,-0.9615
2012-08-21,'600708,海博股份,4.16,1.7115
2012-08-20,'600708,海博股份,4.09,0.2451
2012-08-17,'600708,海博股份,4.08,-0.4878
2012-08-16,'600708,海博股份,4.1,0.0
2012-08-15,'600708,海博股份,4.1,-1.2048
2012-08-14,'600708,海博股份,4.15,0.9732
2012-08-13,'600708,海博股份,4.11,-2.6066
2012-08-10,'600708,海博股份,4.22,-0.4717
2012-08-09,'600708,海博股份,4.24,1.6787
2012-08-08,'600708,海博股份,4.17,-0.7143
2012-08-07,'600708,海博股份,4.2,0.9615
2012-08-06,'600708,海博股份,4.16,0.9709
2012-08-03,'600708,海博股份,4.12,1.4778
2012-08-02,'600708,海博股份,4.06,-0.4902
2012-08-01,'600708,海博股份,4.08,1.2407
2012-07-31,'600708,海博股份,4.03,-1.7073
2012-07-30,'600708,海博股份,4.1,-1.9139
2012-07-27,'600708,海博股份,4.18,-0.4762
2012-07-26,'600708,海博股份,4.2,-0.7092
2012-07-25,'600708,海博股份,4.23,-2.3095
2012-07-24,'600708,海博股份,4.33,1.1682
2012-07-23,'600708,海博股份,4.28,-2.2831
2012-07-20,'600708,海博股份,4.38,-0.2278
2012-07-19,'600708,海博股份,4.39,5.5288
2012-07-18,'600708,海博股份,4.16,0.4831
2012-07-17,'600708,海博股份,4.14,0.9756
2012-07-16,'600708,海博股份,4.1,-3.5294
2012-07-13,'600708,海博股份,4.25,-0.7009
2012-07-12,'600708,海博股份,4.28,0.9434
2012-07-11,'600708,海博股份,4.24,0.0
2012-07-10,'600708,海博股份,4.24,0.2364
2012-07-09,'600708,海博股份,4.23,-3.8636
2012-07-06,'600708,海博股份,4.4,2.5641
2012-07-05,'600708,海博股份,4.29,-3.1603
2012-07-04,'600708,海博股份,4.43,-0.8949
2012-07-03,'600708,海博股份,4.47,0.0
2012-07-02,'600708,海博股份,4.47,0.4494
2012-06-29,'600708,海博股份,4.45,1.1364
2012-06-28,'600708,海博股份,4.4,-0.6772
2012-06-27,'600708,海博股份,4.43,-0.8949
2012-06-26,'600708,海博股份,4.47,0.4494
2012-06-25,'600708,海博股份,4.45,-1.766
2012-06-21,'600708,海博股份,4.53,-2.5806
2012-06-20,'600708,海博股份,4.65,-0.8529
2012-06-19,'600708,海博股份,4.69,0.2137
2012-06-18,'600708,海博股份,4.68,0.4292
2012-06-15,'600708,海博股份,4.66,0.0
2012-06-14,'600708,海博股份,4.66,-1.4799
2012-06-13,'600708,海博股份,4.73,0.8529
2012-06-12,'600708,海博股份,4.69,-0.8457
2012-06-11,'600708,海博股份,4.73,1.2848
2012-06-08,'600708,XD海博股,4.67,-0.4264
2012-06-07,'600708,海博股份,4.79,0.0
2012-06-06,'600708,海博股份,4.79,-0.4158
2012-06-05,'600708,海博股份,4.81,0.4175
2012-06-04,'600708,海博股份,4.79,-4.9603
2012-06-01,'600708,海博股份,5.04,-0.198
2012-05-31,'600708,海博股份,5.05,0.0
2012-05-30,'600708,海博股份,5.05,0.3976
2012-05-29,'600708,海博股份,5.03,1.6162
2012-05-28,'600708,海博股份,4.95,1.6427
2012-05-25,'600708,海博股份,4.87,-1.6162
2012-05-24,'600708,海博股份,4.95,-1.7857
2012-05-23,'600708,海博股份,5.04,-0.3953
2012-05-22,'600708,海博股份,5.06,1.2
2012-05-21,'600708,海博股份,5.0,0.2004
2012-05-18,'600708,海博股份,4.99,-2.1569
2012-05-17,'600708,海博股份,5.1,2.2044
2012-05-16,'600708,海博股份,4.99,-1.1881
2012-05-15,'600708,海博股份,5.05,0.5976
2012-05-14,'600708,海博股份,5.02,-0.9862
2012-05-11,'600708,海博股份,5.07,-1.7442
2012-05-10,'600708,海博股份,5.16,-0.3861
2012-05-09,'600708,海博股份,5.18,0.5825
2012-05-08,'600708,海博股份,5.15,-1.341
2012-05-07,'600708,海博股份,5.22,1.1628
2012-05-04,'600708,海博股份,5.16,-0.7692
2012-05-03,'600708,海博股份,5.2,0.1927
2012-05-02,'600708,海博股份,5.19,-0.5747
2012-04-27,'600708,海博股份,5.22,-0.5714
2012-04-26,'600708,海博股份,5.25,-3.3149
2012-04-25,'600708,海博股份,5.43,0.1845
2012-04-24,'600708,海博股份,5.42,5.2427
2012-04-23,'600708,海博股份,5.15,-1.1516
2012-04-20,'600708,海博股份,5.21,4.2
2012-04-19,'600708,海博股份,5.0,0.8065
2012-04-18,'600708,海博股份,0.0,None
2012-04-17,'600708,海博股份,4.96,-3.3138
2012-04-16,'600708,海博股份,5.13,2.3952
2012-04-13,'600708,海博股份,5.01,3.0864
2012-04-12,'600708,海博股份,4.86,2.1008
2012-04-11,'600708,海博股份,4.76,1.7094
2012-04-10,'600708,海博股份,4.68,2.8571
2012-04-09,'600708,海博股份,4.55,-1.9397
2012-04-06,'600708,海博股份,4.64,2.4283
2012-04-05,'600708,海博股份,4.53,3.1891
2012-03-30,'600708,海博股份,4.39,0.4577
2012-03-29,'600708,海博股份,4.37,-2.4554
2012-03-28,'600708,海博股份,4.48,-5.2854
2012-03-27,'600708,海博股份,4.73,-0.4211
2012-03-26,'600708,海博股份,4.75,-1.0417
2012-03-23,'600708,海博股份,4.8,-2.834
2012-03-22,'600708,海博股份,4.94,-1.3972
2012-03-21,'600708,海博股份,5.01,3.9419
2012-03-20,'600708,海博股份,4.82,-1.4315
2012-03-19,'600708,海博股份,4.89,1.4523
2012-03-16,'600708,海博股份,4.82,2.5532
2012-03-15,'600708,海博股份,4.7,-2.6915
2012-03-14,'600708,海博股份,4.83,-5.4795
2012-03-13,'600708,海博股份,5.11,0.9881
2012-03-12,'600708,海博股份,5.06,-0.5894
2012-03-09,'600708,海博股份,5.09,0.5929
2012-03-08,'600708,海博股份,5.06,3.4765
2012-03-07,'600708,海博股份,4.89,0.4107
2012-03-06,'600708,海博股份,4.87,-0.8147
2012-03-05,'600708,海博股份,4.91,0.0
2012-03-02,'600708,海博股份,4.91,2.2917
2012-03-01,'600708,海博股份,4.8,1.0526
2012-02-29,'600708,海博股份,4.75,-1.6563
2012-02-28,'600708,海博股份,4.83,-0.4124
2012-02-27,'600708,海博股份,4.85,-0.2058
2012-02-24,'600708,海博股份,4.86,1.4614
2012-02-23,'600708,海博股份,4.79,0.4193
2012-02-22,'600708,海博股份,4.77,1.9231
2012-02-21,'600708,海博股份,4.68,0.6452
2012-02-20,'600708,海博股份,4.65,0.0
2012-02-17,'600708,海博股份,4.65,-1.4831
2012-02-16,'600708,海博股份,4.72,0.2123
2012-02-15,'600708,海博股份,4.71,2.1692
2012-02-14,'600708,海博股份,4.61,0.0
2012-02-13,'600708,海博股份,4.61,1.3187
2012-02-10,'600708,海博股份,4.55,0.6637
2012-02-09,'600708,海博股份,4.52,1.3453
2012-02-08,'600708,海博股份,4.46,2.5287
2012-02-07,'600708,海博股份,4.35,-2.6846
2012-02-06,'600708,海博股份,4.47,0.9029
2012-02-03,'600708,海博股份,4.43,1.8391
2012-02-02,'600708,海博股份,4.35,1.8735
2012-02-01,'600708,海博股份,4.27,-0.4662
2012-01-31,'600708,海博股份,4.29,-0.6944
2012-01-30,'600708,海博股份,4.32,-0.9174
2012-01-20,'600708,海博股份,4.36,1.6317
2012-01-19,'600708,海博股份,4.29,0.7042
2012-01-18,'600708,海博股份,4.26,-1.8433
2012-01-17,'600708,海博股份,4.34,5.5961
2012-01-16,'600708,海博股份,4.11,-2.1429
2012-01-13,'600708,海博股份,4.2,-3.6697
2012-01-12,'600708,海博股份,4.36,0.0
2012-01-11,'600708,海博股份,4.36,0.0
2012-01-10,'600708,海博股份,4.36,3.8095
2012-01-09,'600708,海博股份,4.2,4.2184
2012-01-06,'600708,海博股份,4.03,1.0025
2012-01-05,'600708,海博股份,3.99,-4.5455
2012-01-04,'600708,海博股份,4.18,-2.7907
2011-12-30,'600708,海博股份,4.3,0.7026
2011-12-29,'600708,海博股份,4.27,0.0
2011-12-28,'600708,海博股份,4.27,0.7075
2011-12-27,'600708,海博股份,4.24,-2.9748
2011-12-26,'600708,海博股份,4.37,0.2294
2011-12-23,'600708,海博股份,4.36,1.3953
2011-12-22,'600708,海博股份,4.3,-1.8265
2011-12-21,'600708,海博股份,4.38,-2.2321
2011-12-20,'600708,海博股份,4.48,-0.4444
2011-12-19,'600708,海博股份,4.5,-1.5317
2011-12-16,'600708,海博股份,4.57,0.2193
2011-12-15,'600708,海博股份,4.56,-2.9787
2011-12-14,'600708,海博股份,4.7,-2.0833
2011-12-13,'600708,海博股份,4.8,-4.1916
2011-12-12,'600708,海博股份,5.01,-1.7647
2011-12-09,'600708,海博股份,0.0,None
2011-12-08,'600708,海博股份,5.1,0.3937
2011-12-07,'600708,海博股份,5.08,0.3953
2011-12-06,'600708,海博股份,5.06,-0.9785
2011-12-05,'600708,海博股份,5.11,-3.0361
2011-12-02,'600708,海博股份,5.27,0.381
2011-12-01,'600708,海博股份,5.25,0.9615
2011-11-30,'600708,海博股份,5.2,-6.3063
2011-11-29,'600708,海博股份,5.55,0.9091
2011-11-28,'600708,海博股份,5.5,0.5484
2011-11-25,'600708,海博股份,5.47,-0.9058
2011-11-24,'600708,海博股份,5.52,-0.1808
2011-11-23,'600708,海博股份,5.53,-0.8961
2011-11-22,'600708,海博股份,5.58,-1.2389
2011-11-21,'600708,海博股份,5.65,-3.5836
2011-11-18,'600708,海博股份,5.86,-1.0135
2011-11-17,'600708,海博股份,5.92,0.1692
2011-11-16,'600708,海博股份,5.91,-2.7961
2011-11-15,'600708,海博股份,6.08,0.9967
2011-11-14,'600708,海博股份,6.02,2.0339
2011-11-11,'600708,海博股份,5.9,0.1698
2011-11-10,'600708,海博股份,5.89,-2.3217
2011-11-09,'600708,海博股份,6.03,1.8581
2011-11-08,'600708,海博股份,5.92,-0.8375
2011-11-07,'600708,海博股份,5.97,-0.3339
2011-11-04,'600708,海博股份,5.99,-0.1667
2011-11-03,'600708,海博股份,6.0,-0.1664
2011-11-02,'600708,海博股份,6.01,1.692
2011-11-01,'600708,海博股份,5.91,0.6814
2011-10-31,'600708,海博股份,5.87,-0.8446
2011-10-28,'600708,海博股份,5.92,0.6803
2011-10-27,'600708,海博股份,5.88,4.4405
2011-10-26,'600708,海博股份,5.63,0.5357
2011-10-25,'600708,海博股份,5.6,2.0036
2011-10-24,'600708,海博股份,5.49,0.9191
2011-10-21,'600708,海博股份,5.44,-1.0909
2011-10-20,'600708,海博股份,5.5,-4.3478
2011-10-19,'600708,海博股份,5.75,-0.6908
2011-10-18,'600708,海博股份,5.79,-1.8644
2011-10-17,'600708,海博股份,5.9,-0.1692
2011-10-14,'600708,海博股份,5.91,-0.1689
2011-10-13,'600708,海博股份,5.92,1.1966
2011-10-12,'600708,海博股份,5.85,2.812
2011-10-11,'600708,海博股份,5.69,0.0
2011-10-10,'600708,海博股份,5.69,0.0
2011-09-30,'600708,海博股份,5.69,-0.6981
2011-09-29,'600708,海博股份,5.73,-4.5
2011-09-28,'600708,海博股份,6.0,-1.3158
2011-09-27,'600708,海博股份,6.08,0.4959
2011-09-26,'600708,海博股份,6.05,-3.3546
2011-09-23,'600708,海博股份,6.26,-1.7268
2011-09-22,'600708,海博股份,6.37,-0.624
2011-09-21,'600708,海博股份,6.41,7.3702
2011-09-20,'600708,海博股份,5.97,0.1678
2011-09-19,'600708,海博股份,5.96,-2.1346
2011-09-16,'600708,海博股份,6.09,-0.4902
2011-09-15,'600708,海博股份,6.12,0.0
2011-09-14,'600708,海博股份,6.12,0.4926
2011-09-13,'600708,海博股份,6.09,-1.6155
2011-09-09,'600708,海博股份,6.19,-0.1613
2011-09-08,'600708,海博股份,6.2,-1.5873
2011-09-07,'600708,海博股份,6.3,1.7771
2011-09-06,'600708,海博股份,6.19,0.1618
2011-09-05,'600708,海博股份,6.18,-1.12
2011-09-02,'600708,海博股份,6.25,-1.7296
2011-09-01,'600708,海博股份,6.36,-0.157
2011-08-31,'600708,海博股份,6.37,-0.1567
2011-08-30,'600708,海博股份,6.38,-1.391
2011-08-29,'600708,海博股份,6.47,0.0
