日期,股票代码,名称,收盘价,涨跌幅,变动率,累计变动率,前复权,week,month,quarter,half-year,year
2017-03-21,'603299,井神股份,15.4,-1.0283,0.989717,2.9071094037373824,15.370707312553991,15.602268876456867,14.565253283489506,15.215693362609231,16.510305021483447,16.930716523042037
2017-03-22,'603299,井神股份,15.43,0.1948,1.001948,2.912772452855863,15.400649450398848,15.5483697685089,14.619648492509057,15.160797988669005,16.49924275216734,16.927437777152008
2017-03-23,'603299,井神股份,15.21,-1.4258,0.985742,2.871242143223044,15.181066990535061,15.392665518965604,14.657076125914447,15.07978566968962,16.48601787879686,16.920930764035358
2017-03-24,'603299,井神股份,14.94,-1.7751,0.982249,2.820274723938692,14.911587870386075,15.278883621257325,14.673045014763503,15.00027052371252,16.47021463999744,16.915655901255978
2017-03-27,'603299,井神股份,15.12,1.2048,1.012048,2.8542533938127055,15.091242681048486,15.191050860984493,14.713467305286708,14.946040380053757,16.455908524620206,16.912135216007922
2017-03-28,'603299,井神股份,14.96,-1.0582,0.989418,2.8240496843993794,14.93154715099763,15.10321882867322,14.74889920767129,14.892641847745969,16.448589040343265,16.905864838795026
2017-03-29,'603299,井神股份,14.5,-3.0749,0.969251,2.737212980653783,14.472417007651606,14.917572340123773,14.76137460288857,14.821110966832261,16.437110805202668,16.89548765914465
2017-03-30,'603299,井神股份,13.6,-6.2069,0.937931,2.5673169081575833,13.574128556403679,14.596184653297495,14.73841727789717,14.74425688655654,16.41997669298151,16.879047909008115
2017-03-31,'603299,井神股份,13.72,0.8824,1.008824,2.5899709125551658,13.693906666785384,14.352648412577357,14.728934909003604,14.680378224204876,16.403923962612474,16.86472028871217
2017-04-05,'603299,井神股份,13.97,1.8222,1.018222,2.6371653625237457,13.943437034067545,14.12308728318117,14.720450830167726,14.623153608687517,16.388869341250608,16.849678135012624
2017-04-06,'603299,井神股份,13.94,-0.2147,0.997853,2.631503368490407,13.9135004747554,13.919477947932723,14.697993926514306,14.560772168726608,16.367659789211658,16.83770252576303
2017-04-07,'603299,井神股份,13.82,-0.8608,0.991392,2.608851387494442,13.793733062668709,13.783741158936143,14.671045957325163,14.507706463753843,16.34453721180311,16.826562228357766
2017-04-10,'603299,井神股份,13.45,-2.6773,0.973227,2.539004609297053,13.424433447381878,13.753802137131782,14.63661184978566,14.459132182450615,16.318919380278814,16.814820955620792
2017-04-11,'603299,井神股份,13.56,0.8178,1.008178,2.5597685889918846,13.534218464114568,13.721864496597622,14.612158492121912,14.420206082761892,16.294050063280547,16.8043154119772
2017-04-12,'603299,井神股份,13.56,0.0,1.0,2.5597685889918846,13.534218464114568,13.640020782607028,14.582714948271214,14.375291255416274,16.270178878850533,16.79157944636019
2017-04-13,'603299,井神股份,13.51,-0.3687,0.996313,2.5503307222042717,13.48431780063738,13.554184247783425,14.544787475211553,14.333038065865606,16.248636598112917,16.778564232537455
2017-04-14,'603299,井神股份,13.33,-1.3323,0.986677,2.5163526659923443,13.304666234579487,13.456370882165581,14.426513537433593,14.291450340418034,16.224183248452036,16.758139114144576
2017-04-17,'603299,井神股份,13.5,1.2753,1.012753,2.548443711541745,13.474340643069082,13.466352321303024,14.30225115767447,14.256183886248873,16.20089431184732,16.735206347812262
2017-04-18,'603299,井神股份,13.3,-1.4815,0.985185,2.510688517955254,13.274718286442011,13.41445228576851,14.1919622040502,14.226739576726732,16.176274556920628,16.71346652899465
2017-04-19,'603299,井神股份,12.79,-3.8346,0.961654,2.414413656045742,12.765685939030108,13.260745780751616,14.053726176881074,14.208440642236729,16.147579213926495,16.69132356104603
2017-04-20,'603299,井神股份,12.43,-2.8147,0.971853,2.3464551548690222,12.406370176904225,13.045156256004983,13.905509320098584,14.179495396837199,16.11422611124618,16.668539881397965
2017-04-21,'603299,井神股份,12.34,-0.7241,0.992759,2.3294644730926155,12.316535650453263,12.847530139179739,13.751303630101305,14.155374161126595,16.078627226498636,16.645157913414923
2017-04-24,'603299,井神股份,12.24,-0.8104,0.991896,2.310586493002673,12.216722445541992,12.59600649967432,13.603086402851654,14.131252957811132,16.043194633886348,16.61982333071171
